Business_Id,Name,Text,food_rating,f_prob_pos,f_prob_neu,f_prob_neg,price_rating,p_prob_pos,p_prob_neu,p_prob_neg,service_rating,s_prob_pos,s_prob_neu,s_prob_neg
hAoYfMzVhIKu-k-w-ExnWA,Cheesewerks,place high pedestrian traffic street would packed time recent visit saturday evening around pm two couples dining modern spacious semi self served joint two us greeted counter menu back wall beijing sammy awesome love browse around see else offered making final decision noticed little sign saying order bread st john bakery little bakery around corner house lot community immediately brought friendly lady behind counter started little chat cheesewerks rating went star also sell goods take home cheeses cheese boards jams etc much debating little wine tasting yep wine finally ordered sat table right beside games excited see board games jenga monopoly foodie fight played waited food served beijing stars bbq pork hoisin asiago cheese taste familiarity chinese char siu love grilled cheese another love nothing complain houston stars braised beef brisket jalapeno jack cheese house made bbq sauce sourdough beef cheese even bread good however personally found bbq sauce little bit sweet la mac n cheese stars mac n cheese supposed start featuring following day know ordered since already menu lady originally said next day decided make exception serve nice came topped avacado arugula citrus compote worked surprisingly well good nothing spectacular cider wine stars yess booze good price exhaustive list pretty decent thorough service stars although semi self served lady friendly usually list prices reviews recollection time remember booze tax tip came around forty something bucks place lacks little bit atmosphere location hurts little nonetheless service food makes really want say loved grilled cheese grilled cheese nyc grilled cheese truck stars compare complaining grilled cheese sandwiches good service board games beer definitely revisiting,1,95.8195,3.04,1.1405,3,0.2898,37.4424,62.2678,1,78.1932,21.0332,0.7735
8I5U8OQ06nSxX2y4PPOWzQ,Japango,phenomenal sushi house roll sake clam soup,1,93.1534,1.9512,4.8955,2,5.5141,94.3809,0.105,2,3.3184,94.9778,1.7038
iGEvDk6hsizigmXhDKs2Vg,Seven Lives Tacos Y Mariscos,fish taco sooooo good come back toronto would first place visit,1,96.0896,0.0023,3.9081,2,2.561,97.0589,0.3801,2,10.0183,89.1529,0.8288
kGOr_D-LNpgZ2M9N8TT4QQ,La Societe - Toronto,friend went drinks appetizers pretty good service amazing friendly accommodating atmosphere unique pleasant,1,92.713,1.7329,5.5542,2,6.2792,93.1692,0.5516,1,91.7616,2.9663,5.2722
kGOr_D-LNpgZ2M9N8TT4QQ,La Societe - Toronto,beautiful restaurant servers engage well tend ignore pretentious vibe place want attention wear prada scene,2,0.7354,57.2074,42.0571,2,5.0576,90.6705,4.2719,2,28.8902,52.7587,18.3511
kGOr_D-LNpgZ2M9N8TT4QQ,La Societe - Toronto,beautiful restaurant servers engage well tend ignore pretentious vibe place want attention wear prada scene,2,0.7354,57.2074,42.0571,2,5.0576,90.6705,4.2719,3,0.1303,0.8483,99.0214
NKYirjjTpzezUi4Rhj64bA,Pho 88 North York,beef meng disgusting never going order pho time good price cheap also tried phud thai one time good oily felt like cooked ketch,1,90.354,0.8074,8.8386,3,22.5423,2.1579,75.2997,2,26.1343,73.3264,0.5392
nu-DHeDtxnOW5vYj93dGPQ,The Lakeview,heard place ddd decided check got dessert friday night ordered latte apple pie pie came warmed side whip cream ice cream pie definitely fresh scrumptous,1,99.1694,0.1485,0.6821,3,5.204,18.0543,76.7417,2,10.919,84.4446,4.6365
wrWGsYm9NwptTGN9gbkGSA,Bunner's Bakeshop,needed satisfy sweet craving exploring kensington benner hit spot vegan gluten free boot passion fruit cupcake delicious filling definitely satisfy sweet tooth also enjoyed ginger kombucha vams good stop kensington,1,99.9996,3.1708,0.0004,2,0.2161,99.6959,0.0879,2,15.3817,84.5654,0.0529
3cAy1gxlprn1ue0q3L_ziw,Lee Chen Asian Bistro,food slightly better chinese food find mall bigger problem restaurant put vegetables food even find thinly shredded pieces cheapest vegetables like onions carrots looking noodles rice veggies look elsewhere onion cheap put actual vegetables food,1,49.7215,46.7733,3.5052,3,2.3397,4.7858,92.8745,2,9.4665,90.0109,0.5226
CZY3743GpOOhdDJu6UmPBA,Bar Buca,took friend yesterday afternoon take mind losing job morning plus already planned early evening two glasses rose prosecco everything started look better food delicious mushroom duck egg yold bruschetta fried artichokes dishes everything point service engaging prompt love,1,95.2507,0.0596,4.6897,2,1.4339,59.6017,38.9644,3,4.1993,12.0864,83.7143
c35qzLN6ItDpVIoj2uQW4Q,Ravi Soups,sick flu work need soup ask co worker good place soup recommends ravi soups throw jacket head front shop bit small gets crowded busy look menu board see order good selection soups choose chose shrimp bisque soup go took back office opened started sure enough soup delicious take soup container pretty small opted dining amount soup bowls worth soup came kind biscuit fluffy moist great healing food sickness overall place great place go u feel warm hearty soup although bit pricy bowl soup would come back soup possibly try wrap jimstar,1,99.9511,0.0264,0.0225,2,6.7458,59.6567,33.5975,2,27.0409,70.488,2.4711
Fx5haZv9PP3E7Ljp-h7B1Q,Eggspectation,great service lobster benedict amazing new favorite place breakfast downtown toronto,1,99.7728,0.1723,0.0549,2,46.9551,50.7755,2.2694,2,29.1304,70.8672,0.0025
QTZdKevSqb4KkWwRy-Qqrg,Caffe Doria,friend went caffe doria lunch absolutely loved sandwich ordered turkey brie cranberry mayonnaise apple slices love salad accompanied sandwich excellent well next try pizza,1,99.977,0.0015,0.0215,2,3.3767,94.3853,2.2381,1,64.3018,35.4433,0.2549
ybbcg01-j7tKJ_oLEY1uPQ,Jatujak,best thai food long time flavours authentic pad thai made proper sauce also green curry chicken lunch special spicy delicious could taste herbs chicken cooked another authentic touch,1,99.9857,0.0034,0.0108,2,0.278,97.362,2.36,1,54.7679,45.0027,0.2293
cQK9M2JAwETQnnBoYyua5A,The Senator,best diner experience ever went brunch salmon eggs benedicts absolutely delicious eggs looked different tasted fresh made whole dish exceptionally tasty also ordered flat white soy paired well eggs benedicts service quick efficient sure arrive early skip queue head senator craving fuss free brunch,1,99.8685,0.0838,0.0477,2,6.4325,54.0065,39.561,1,44.9591,43.1567,11.8843
e59uNE07Gf-yrIl4rX3KZw,Bareburger,went late lunch restaurant empty wiki wiki wild boar duck bacon gouda pineapple relish onions burger small side tasted delicious maybe could used bit toppings since last third burger ate ended bun patty still good onion rings cooked perfect crisp burnt love serve sir kensington ketchup huge step standard,1,99.9534,0.0182,0.0284,2,0.2498,97.0879,2.6623,2,17.2435,78.6792,4.0773
es3Uj0jMtHstkvwNNhihNQ,Tokyo Sushi,messed order made phone aware lunch specials explain notified salmon asking special city fish street could bought salmon changed order accommodate lack salmon went pickup server disappointed tipping pick messed order messed real good plus side spicy dynamite roll given good stillhungry jonsnow kingofthenorth,1,92.5901,0.8102,6.5997,1,51.1831,22.2414,26.5755,3,14.9484,11.5017,73.5499
A6bnXx1see4yZSaVVCVDyw,Rolltation,hooked poke bowls never tried book way fun delight expected chirashi bowl suppose assortiment freshness ingredients fantastic staff helpful making choices mix match tried salmon custom salmon classic variations tuna salmon mixes delight looking filling yet light delicious spin sushi type meal perfect place would intend taking eating seems bit cramped,1,99.0142,0.5009,0.4848,2,2.2711,55.474,42.2549,1,37.4429,34.1483,28.4087
BTxJv_Ad8bCxYfbC6w3ugA,Banh Mi Ba Le,went first time today think lucked one line arrived people came right lady present seemed busy big order banh mis wait bit served got bbq pork per popular recommendation got spicy dunno got random dollop hot sauce one end sandwich got one eye watering bite baguette size perfect width subway bread less messy eating subways always get mayo hair long overall steal imagine pair well soup winter time wish liver spread bun little softer picky,1,97.3843,1.7577,0.858,2,0.3788,90.8763,8.7449,2,42.6396,52.4839,4.8764
N0l4hT7UCywbZ9UEZ1R9kQ,Patois Toronto,fun place great atmosphere music loud noticed previous review complained noise levels perhaps turned food tasty fun love fun food love fusion anything asian fusion alley fried chicken die clearly chickens massaged daily played harp music tempura fried green beans miso sauce favourite hope becomes menu staple special beef broccoli special impressive theatrical chicken chow mein mushroom spicy awesome wait go back try jamaican patties kimchi pierogis,1,99.6601,0.2174,0.1225,2,0.0195,99.3059,0.6747,2,14.57,85.3355,0.0945
flEnFkUtW5YVowWbenXsSg,Sizzler Kabab,gotta love influx kabab places downtown pamier kabab afghanistan kabob house south spadina sizzler looked good lunch stopped plenty room seating stark white walls looks like effort could taken make place look enticing matter food good lunch specials looked good return visit could help decide food basically show culinary skills menu steeped tradition check place lunch like hear reviews fare something tells holding back somewhat potential know order could step become remarkable,1,76.5715,13.9956,9.4329,2,7.0757,90.5133,2.411,2,21.3621,55.292,23.3459
Xu1_lZl30we4PQlJ58zQ9w,The Green Dragon,game years world series brought friends beaten path pub local eatery convinced chinese restaurant first due name ready dive head first plate fried rice upon primary inspection menu realized would possible however disappointed options actually available first thing server jessica joint overflowing patrons nonetheless quite busy server top also charge busing tables without much hiccup jessica served entire floor without skipping beat smiled entire time people left waiting wondering food might case lesser server secondly food green dragon burger hidden gem half beef half pork weighing estimate pound cooking delicious burger something takes small pub like turns destination spot ordered mine smothered mushrooms bacon along cheddar cheese disappoint arriving minutes ordering patty cooked perfection fries nice crispy texture outside soft inside one bite sent burger universe soon return beers kept refreshed aforementioned jessica tv even switched make sure wanting watch baseball could others wanting see raptors able without interruption dishes ordered wings veggie sandwich received praise well go make sure bring appetite,1,93.3473,0.2118,6.4409,2,0.6093,96.9101,2.4806,1,65.8177,22.0582,12.1241
e41TP5cXZqSrz50xCBJqZw,Insomnia Restaurant & Lounge,really crowded brunch weekends seated served food definitely know reason big menu cheap caesars delicious food definitely worth visit,1,95.9807,3.7469,0.2724,2,6.8939,83.027,10.0791,2,1.2172,98.6212,0.1616
e41TP5cXZqSrz50xCBJqZw,Insomnia Restaurant & Lounge,came summerlicious got hooked amazing relaxed ambiance food great make sure try home fries bbq sauce lying become completely addicted,1,99.9105,0.0498,0.0397,1,73.4861,18.2027,8.3113,3,40.0152,1.2565,58.7284
BdbdSzLfrsroWj5hsCXxDQ,Thai House Cuisine,good thai food prices reasonable wish gave free prawn crackers like restaurants really liked curry pad thai good sauces definitely worth checking,1,97.7645,2.2325,0.003,1,81.0111,4.8554,14.1335,1,77.6101,18.9921,3.3978
B3p3SOzdRZ88yT96oJ72uA,Boxcar Social,stated half price bottles wine tuesday careful applicable bottles told wine poured full price efforts made rectify situation disappointing likely return,3,7.5378,0.901,91.5612,1,50.0506,44.3046,5.6448,3,1.6016,21.54,76.8583
acvmtF41s5Qa1ZNadUV0Dw,Average Joe's Café,first time toronto great start day trip please get side toasts clue kind bread die eggs cooked perfection service great side note take card must bring cash,1,88.5623,0.7389,10.6988,2,21.9456,52.5006,25.5539,1,60.5146,26.7682,12.7171
m3U4Pey_Yr0jgJb8MHfy5g,Rasta Pasta,definitely try jerk chicken small tiny went back medium one next day chose white rice type salad vegetable must eat kensington two stores right hand one served rice left hand one pasta,1,99.9989,0.0007,0.0004,3,0.4288,19.7416,79.8296,2,13.4439,72.3604,14.1957
67Pa_CtXthgJzXfY8JzLDQ,Holy Chuck,shakes like indonesia really really like original hamburger holy chunk top menu boyfriend tricked getting raging bull fries small red pepper menu show spicy good found rage visually appealing squirty brown sauce burn mouth use heat pain want eat anymore left bowl able eat hbutger mouth cooled bull fries take menu please,1,98.4254,0.0713,1.5033,3,0.15,11.7096,88.1404,2,6.1905,92.6396,1.1699
dqoxe7g7CsnFlRQA9N-2NQ,Creeds Coffee Bar,creed instagram pinterest worthy coffee shop dry cleaners back definitely odd hybrid hey whatever works great offerings producers toronto mocha baker scone cheddar dill scone although scone cold middle staff creed heated mocha complimentary filled survey connecting wifi overall super cute location friendly staff great service wish would switch black plastic coffee cap wait come back weather warmer try pop stand pro tip log onto wifi fill survey via text get cup complimentary coffee choice,1,99.9869,0.0077,0.0054,2,0.2088,96.81,2.9812,1,67.5211,29.4656,3.0133
ejKXczjEkm1gzyRdblQm8w,Fresh on Spadina,frequenting fresh spadina year unfortunately convenience back reasons service good staff seem attitude know tuff industry would expect fresh experience especially due price pay fact ordering takeout salads year went sit outside patio swept server said could full service ask wanted order drink anything back handed go good especially plenty seats available prices reasonable go fresh across street get better salad filling less e g salmon salad work restaurant industry wait times wait times bad rush lunch want quick bite movie drinks friends depending time day expect long delays also loud exactly great place date overall food bad service horrible adjustments hoping fresh recover think would take one solid sit type vegetarian restaurant good service really impact fresh service,1,96.6421,1.9644,1.3935,2,1.3074,89.2541,9.4385,3,12.4185,26.8104,60.7711
JQHCYP41w1agPZ3MlwnrhQ,Pattaya Thai Kitchen,first time year amazing food superb service team definitely tell everyone thai kitchen toronto,1,93.7497,6.0747,0.1756,2,0.7082,98.3041,0.9877,1,90.4084,3.1636,6.428
1laaO5PS8fLK5kPTkSSYsw,Shoeless Joe's Sports Grill - Queens Quay,ate last night excellent service beautiful buxom waitress terrific french onion soup greek salad cheeseburger loved time,1,99.9034,0.0004,0.0962,2,0.1377,97.4317,2.4306,2,44.6025,53.2599,2.1376
eKznX8VTfcQrjCqXpeobiw,Rasa,update say rasa two new dishes cannot missed french onion soup dumplings big juicy burger worth changing current dinner plans,1,95.3826,0.0762,4.5413,2,41.3671,51.1152,7.5176,1,84.7865,12.5004,2.7131
7g03Bv-yYVJHzMD_YKqBQg,Bagel & Co,great deal fresh bagel breakfast sandwich spinach tomato cream cheese egg good reasonable coffee fair price back next time looking breakfast,1,99.9257,0.0614,0.0129,1,60.6758,38.0459,1.2783,1,72.4931,24.6751,2.8319
qKUbPdzNQpdSP2mhk3tREg,Moo Frites,place hit spot looking simple snack meal fries thick cut nice hearty texture fries stand paired sauce got simple mayo sauce makes even better,1,94.6043,0.0575,5.3382,2,0.1592,70.5227,29.3182,2,4.609,90.6179,4.7731
qKUbPdzNQpdSP2mhk3tREg,Moo Frites,nice eat patatje oorlog vacation canada usa fries ok satesaus compensates lot good portions like puntzak container associated slots table set,1,92.8309,6.2408,0.9283,2,19.6049,79.9568,0.4383,2,4.609,90.6179,4.7731
1nQMj-F3Oz3IeP9h10CNIA,The Blake House,seated quiet neighborhood heart toronto blake house lovely restaurant spend evening friends families patio summer excellent staff friendly helpful food good quality,1,98.2597,0.5963,1.144,2,2.0147,95.4216,2.5637,1,97.0398,2.5805,0.3796
8I5U8OQ06nSxX2y4PPOWzQ,Japango,sushi fine super cramped quarters seem put lot sugar things good like eavesdropping service reasonably good slow made one mistake stopped refilling tea bit seems would good takeout,1,60.8395,34.1143,5.0462,3,9.4108,35.4999,55.0893,1,74.9139,21.2462,3.8399
RtUvSWO_UZ8V3Wpj0n077w,KINKA IZAKAYA ORIGINAL,experience much fun sure get sake bomb went sisters birthday fun birthday song order birthday dessert birthday shots got try everything really liked yaki udon veggie rice forgot name chicken karaage,1,99.0246,0.7735,0.202,3,6.1086,29.8713,64.0201,2,30.687,66.6006,2.7124
kOFDVcnj-8fd3doIpCQ06A,Mildred's Temple Kitchen,great food restaurant terribly managed bother coming weekend brunch unless hour wait even abundandant empty seating asked wait due kitchen inability handle volume plenty solid options nearby happy seat,1,86.5069,10.4283,3.0648,2,1.5227,92.5633,5.914,3,3.6277,3.6234,92.7488
k6zmSLmYAquCpJGKNnTgSQ,The Stockyards,pure mouth watering awesomeness lived toronto weeks times pulled pork fantastic especially get unbelievable bark score brought boyfriend ribs plates practically licked clean great fries delicious affordable quick service back,1,99.9846,0.0031,0.0123,2,3.6789,85.2687,11.0524,2,4.245,95.604,0.151
DXWnAkolXRYXP-fearRfmw,Ajuker Chicken,read globe yum small hole wall decent service hi server today much lunch great bulgogi tasty salty came rice kfc korean fried chicken superb half half special sauce green onions may want order rice since comes la carte go back,1,99.9985,6.2367,0.0014,2,9.5775,55.4123,35.0102,2,47.194,52.2357,0.5703
GxxHvymHBJrowNEZG6kNkQ,The One That Got Away,fish tacos fries coleslaw tacos tasteless basically fish finger taco lettuce blah sauce fries freshly made limp greasy coleslaw ok add lot salt pepper pump flavour bit guess fish chips instead doubt back bill came think food worth,1,98.4016,0.0315,1.5669,3,0.4289,23.9444,75.6268,2,0.1885,99.74,0.0715
SNWlgY-hTUr6h2kEee6gCA,McDonald's,easily worst run mcdonald ever chaotic everyone disappears kitchen occasionally including cashiers handling money even though long periods food coming course fader others incorrect dining area looks like post apocalyptic high school food fight enough said comparison queen spadina location gem,3,15.4001,1.1462,83.4537,2,1.2043,96.5876,2.2081,3,10.6678,31.5138,57.8183
EK38MXW_OsC5CZVvIZodIw,Fugo Desserts,place good seriously hyped say ice cream definitely instagram worthy would probably mean definitely list top ice cream places city ordered earl grey ice cream taste like earl grey quite smooth ice cream friend ordered thai tea ice cream brownie also good special overall everything little sweet maybe old,2,21.8504,78.0402,0.1093,3,0.2337,8.1964,91.5699,2,22.453,77.338,0.209
ALkOqlWODyxPg5VSp0HLrg,Zakkushi,came group six recommend making reservation hard make reso pick phone often keep trying get one food decent find skewers special memorable also add feeling hungry day want keep drinking want authentic japanese izakaya good place try want quieter atmosphere ask sit basement level service decent slow times,1,89.9565,7.3067,2.7369,2,2.3446,96.949,0.7064,3,5.3889,6.4919,88.1193
z9SjyM0Ixr1ud8zI7Y93-A,The Cups,hooked bingsu may well best discovery made cups bingsu best toronto always order large size share gotta recommend mango tiramisu black sesame cups snow time scarborough go recently changed menu much stingier topping portions along amount toppings generous service good cups leaves super satisfied next craving soon next day everytime eat cups,1,98.935,0.5988,0.4662,2,0.7384,76.5273,22.7343,2,30.8817,64.7272,4.391
6EVBc9kdc3Hd8KZkLVPnGA,Kaiju,place epicly hard find fyi aura underground need go downstairs mall well looks like underground pacific mall kennedy steeles devoid actual shops main dishes sub japanese home style food owners nice would recommend curry fry chicken fish nicely exterior nice crisy fairly light food court area always go sometime late afternoon entire area empty,1,96.6055,0.4283,2.9662,2,7.0523,66.8716,26.0761,1,75.2305,23.2547,1.5148
2rVmvJrLP6qv2k13WSLlfg,Indira's Caribbean Spot,done takeout friday lunches multiple times agree place probably best jerk city chicken moist flavourful rice beans great coleslaw man good office people normally avoid caribbean food would ask indira jerk chicken lunch coworker married guyanese says place legit mother law food chef tells us stuff better part makes place great place hole wall learned travels let stop really love good food,1,99.9604,0.0126,0.0269,2,0.379,84.0151,15.606,1,86.1302,7.6564,6.2134
NOz8W_cUV3Dw5yLgFkKLGw,The Yellow Griffin,came private party note party organizers largish top floor booked bartender hugest fan pub food means hungry everyone around drooling burger options beverages decent beer selection variety burgers made veggie awful ubiquitous garden patties side among things deep fried pickles enviously admired deep friend pickles although fries alright burger magna jakarta satay spread roasted red peppers garlic topped cheddar far best awful ubiquitous garden patty burger ever really worth drive side universe ok find far west,1,99.0865,0.1437,0.7698,2,0.8236,90.4342,8.7423,2,38.9009,41.0744,20.0248
_u1Bq7QsgMUXSMex8QHqLQ,Burrito Boyz,edible bland better taco bell better boutique burrito places thought burrito house better,3,18.9141,18.4759,62.61,2,1.3131,83.7684,14.9185,2,7.7865,91.1692,1.0442
r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,apart long wait food food delicious got pad gra prow chef unit pad thai generous portions really tasty,1,99.9765,0.0055,0.0179,2,1.833,84.2865,13.8805,1,89.8227,8.706,1.4713
r_BrIgzYcwo1NAuG9dLbpg,Pai Northern Thai Kitchen,great authentic thai food kao soi gai favorite som tam salad bit pricey great atmosphere service worth,1,96.179,1.9656,1.8555,2,19.2058,74.8442,5.95,1,89.8227,8.706,1.4713
ttuEwktrkmh3TUlSFPZqAA,Banh Mi Boys,fun place try enjoyed food steak chicken options al good quite crowded almost always many young people,1,99.3777,0.4749,0.1474,2,0.0515,99.8251,0.1233,1,75.4276,18.6993,5.8731
YvrylyuWgbP90RgMqZQVnQ,Jz's Pizza,speak pizza wings delivered never actually gone restaurant pepperoni pizza pretty good stars wings okay stars,1,99.4958,0.0457,0.4585,1,51.3787,47.494,1.1273,3,2.036,3.765,94.199
yW19YczqSrYmWNsG4A6P1g,The Big Carrot,came purchase essential oils great selection oils reasonably priced really look anything else offer sure great checkout fast service good would definitely recommend,1,61.2128,37.2064,1.5808,3,31.6827,0.8482,67.4691,2,21.434,76.8888,1.6772
RtUvSWO_UZ8V3Wpj0n077w,KINKA IZAKAYA ORIGINAL,place bit hard find almost got hit car wandering around aimlessly found place walked everyone building yelled greet atmosphere amazing food amazing important service amazing,1,72.5139,1.6773,25.8088,2,22.4667,56.1808,21.3524,3,18.4317,21.4125,60.1558
